branch	parent	child	child_is_tip	branch_length	site	nt_distance	is_multi_hit
20	34	Desmodus_rotundus	1	27.7622	15	0	0
21	47	63	0	5.51643	15	0	0
22	63	Molossus_molossus	1	45.7977	15	0	0
23	63	48	0	0	15	0	0
24	48	56	0	17.0412	15	0	0
25	56	57	0	10.5153	15	0	0
26	57	51	0	6.8221	15	0	0
27	51	33	0	0.83774	15	0	0
28	33	Myotis_brandtii	1	10.5814	15	0	0
29	33	Myotis_yumanensis	1	10.5814	15	0	0
30	51	Myotis_lucifugus	1	11.4192	15	0	0
31	57	49	0	4.99638	15	0	0
32	49	Myotis_davidii	1	13.2449	15	0	0
33	49	50	0	0.1449	15	0	0
34	50	Myotis_daubentonii	1	13.1	15	0	0
35	50	Myotis_myotis	1	13.1	15	0	0
36	56	60	0	2.9687	15	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	15	0	0
38	60	Eptesicus_fuscus	1	25.7878	15	0	0
39	48	Miniopterus_natalensis	1	45.7977	15	1	0
0	INTERNAL	13	0	37.3318	16	0	0
1	13	14	0	12.7335	16	0	0
2	14	Pteropus_alecto	1	11.9346	16	0	0
3	14	Pteropus_vampyrus	1	11.9346	16	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	16	0	0
5	INTERNAL	68	0	7	16	0	0
6	68	25	0	45.2	16	0	0
7	25	Saccopteryx_leptura	1	9.8	16	0	0
8	25	Saccopteryx_bilineata	1	9.8	16	0	0
9	68	47	0	3.68585	16	0	0
10	47	43	0	13.8141	16	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	16	1	0
12	43	34	0	9.73776	16	0	0
13	34	35	0	3.30694	16	0	0
14	35	37	0	6.6721	16	0	0
15	37	Sturnira_hondurensis	1	17.7832	16	0	0
16	37	Artibeus_jamaicensis	1	17.7832	16	0	0
17	35	36	0	13.2553	16	0	0
18	36	Phyllostomus_hastatus	1	11.2	16	0	0
19	36	Phyllostomus_discolor	1	11.2	16	0	0
20	34	Desmodus_rotundus	1	27.7622	16	0	0
21	47	63	0	5.51643	16	0	0
22	63	Molossus_molossus	1	45.7977	16	0	0
23	63	48	0	0	16	0	0
24	48	56	0	17.0412	16	0	0
25	56	57	0	10.5153	16	0	0
26	57	51	0	6.8221	16	0	0
27	51	33	0	0.83774	16	0	0
28	33	Myotis_brandtii	1	10.5814	16	0	0
29	33	Myotis_yumanensis	1	10.5814	16	0	0
30	51	Myotis_lucifugus	1	11.4192	16	0	0
31	57	49	0	4.99638	16	0	0
32	49	Myotis_davidii	1	13.2449	16	0	0
33	49	50	0	0.1449	16	0	0
34	50	Myotis_daubentonii	1	13.1	16	0	0
35	50	Myotis_myotis	1	13.1	16	0	0
36	56	60	0	2.9687	16	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	16	0	0
38	60	Eptesicus_fuscus	1	25.7878	16	0	0
39	48	Miniopterus_natalensis	1	45.7977	16	0	0
0	INTERNAL	13	0	37.3318	17	0	0
1	13	14	0	12.7335	17	0	0
2	14	Pteropus_alecto	1	11.9346	17	0	0
3	14	Pteropus_vampyrus	1	11.9346	17	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	17	1	0
5	INTERNAL	68	0	7	17	0	0
6	68	25	0	45.2	17	0	0
7	25	Saccopteryx_leptura	1	9.8	17	0	0
8	25	Saccopteryx_bilineata	1	9.8	17	0	0
9	68	47	0	3.68585	17	0	0
10	47	43	0	13.8141	17	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	17	0	0
12	43	34	0	9.73776	17	0	0
13	34	35	0	3.30694	17	0	0
14	35	37	0	6.6721	17	0	0
15	37	Sturnira_hondurensis	1	17.7832	17	0	0
16	37	Artibeus_jamaicensis	1	17.7832	17	1	0
17	35	36	0	13.2553	17	0	0
18	36	Phyllostomus_hastatus	1	11.2	17	0	0
19	36	Phyllostomus_discolor	1	11.2	17	0	0
20	34	Desmodus_rotundus	1	27.7622	17	0	0
21	47	63	0	5.51643	17	0	0
22	63	Molossus_molossus	1	45.7977	17	0	0
23	63	48	0	0	17	0	0
24	48	56	0	17.0412	17	0	0
25	56	57	0	10.5153	17	0	0
26	57	51	0	6.8221	17	0	0
27	51	33	0	0.83774	17	0	0
28	33	Myotis_brandtii	1	10.5814	17	0	0
29	33	Myotis_yumanensis	1	10.5814	17	0	0
30	51	Myotis_lucifugus	1	11.4192	17	0	0
31	57	49	0	4.99638	17	0	0
32	49	Myotis_davidii	1	13.2449	17	0	0
33	49	50	0	0.1449	17	0	0
34	50	Myotis_daubentonii	1	13.1	17	0	0
35	50	Myotis_myotis	1	13.1	17	0	0
36	56	60	0	2.9687	17	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	17	0	0
38	60	Eptesicus_fuscus	1	25.7878	17	1	0
39	48	Miniopterus_natalensis	1	45.7977	17	0	0
0	INTERNAL	13	0	37.3318	18	0	0
1	13	14	0	12.7335	18	0	0
2	14	Pteropus_alecto	1	11.9346	18	0	0
3	14	Pteropus_vampyrus	1	11.9346	18	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	18	0	0
5	INTERNAL	68	0	7	18	0	0
6	68	25	0	45.2	18	0	0
7	25	Saccopteryx_leptura	1	9.8	18	0	0
8	25	Saccopteryx_bilineata	1	9.8	18	0	0
9	68	47	0	3.68585	18	0	0
10	47	43	0	13.8141	18	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	18	0	0
12	43	34	0	9.73776	18	0	0
13	34	35	0	3.30694	18	0	0
14	35	37	0	6.6721	18	0	0
15	37	Sturnira_hondurensis	1	17.7832	18	0	0
16	37	Artibeus_jamaicensis	1	17.7832	18	0	0
17	35	36	0	13.2553	18	0	0
18	36	Phyllostomus_hastatus	1	11.2	18	0	0
19	36	Phyllostomus_discolor	1	11.2	18	0	0
20	34	Desmodus_rotundus	1	27.7622	18	0	0
21	47	63	0	5.51643	18	0	0
22	63	Molossus_molossus	1	45.7977	18	0	0
23	63	48	0	0	18	0	0
24	48	56	0	17.0412	18	0	0
25	56	57	0	10.5153	18	0	0
26	57	51	0	6.8221	18	0	0
27	51	33	0	0.83774	18	0	0
28	33	Myotis_brandtii	1	10.5814	18	0	0
29	33	Myotis_yumanensis	1	10.5814	18	0	0
30	51	Myotis_lucifugus	1	11.4192	18	0	0
31	57	49	0	4.99638	18	0	0
32	49	Myotis_davidii	1	13.2449	18	0	0
33	49	50	0	0.1449	18	0	0
34	50	Myotis_daubentonii	1	13.1	18	0	0
35	50	Myotis_myotis	1	13.1	18	0	0
36	56	60	0	2.9687	18	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	18	0	0
38	60	Eptesicus_fuscus	1	25.7878	18	0	0
39	48	Miniopterus_natalensis	1	45.7977	18	1	0
0	INTERNAL	13	0	37.3318	19	0	0
1	13	14	0	12.7335	19	0	0
2	14	Pteropus_alecto	1	11.9346	19	0	0
3	14	Pteropus_vampyrus	1	11.9346	19	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	19	0	0
5	INTERNAL	68	0	7	19	0	0
6	68	25	0	45.2	19	1	0
7	25	Saccopteryx_leptura	1	9.8	19	0	0
8	25	Saccopteryx_bilineata	1	9.8	19	0	0
9	68	47	0	3.68585	19	0	0
10	47	43	0	13.8141	19	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	19	0	0
12	43	34	0	9.73776	19	0	0
13	34	35	0	3.30694	19	0	0
14	35	37	0	6.6721	19	0	0
15	37	Sturnira_hondurensis	1	17.7832	19	0	0
16	37	Artibeus_jamaicensis	1	17.7832	19	0	0
17	35	36	0	13.2553	19	0	0
18	36	Phyllostomus_hastatus	1	11.2	19	0	0
19	36	Phyllostomus_discolor	1	11.2	19	0	0
20	34	Desmodus_rotundus	1	27.7622	19	0	0
21	47	63	0	5.51643	19	0	0
22	63	Molossus_molossus	1	45.7977	19	0	0
23	63	48	0	0	19	0	0
24	48	56	0	17.0412	19	0	0
25	56	57	0	10.5153	19	0	0
26	57	51	0	6.8221	19	0	0
27	51	33	0	0.83774	19	0	0
28	33	Myotis_brandtii	1	10.5814	19	0	0
29	33	Myotis_yumanensis	1	10.5814	19	0	0
30	51	Myotis_lucifugus	1	11.4192	19	0	0
31	57	49	0	4.99638	19	0	0
32	49	Myotis_davidii	1	13.2449	19	0	0
33	49	50	0	0.1449	19	0	0
34	50	Myotis_daubentonii	1	13.1	19	0	0
35	50	Myotis_myotis	1	13.1	19	0	0
36	56	60	0	2.9687	19	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	19	0	0
38	60	Eptesicus_fuscus	1	25.7878	19	0	0
39	48	Miniopterus_natalensis	1	45.7977	19	0	0
0	INTERNAL	13	0	37.3318	20	0	0
1	13	14	0	12.7335	20	0	0
2	14	Pteropus_alecto	1	11.9346	20	0	0
3	14	Pteropus_vampyrus	1	11.9346	20	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	20	0	0
5	INTERNAL	68	0	7	20	0	0
6	68	25	0	45.2	20	0	0
7	25	Saccopteryx_leptura	1	9.8	20	0	0
8	25	Saccopteryx_bilineata	1	9.8	20	0	0
9	68	47	0	3.68585	20	0	0
10	47	43	0	13.8141	20	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	20	0	0
12	43	34	0	9.73776	20	0	0
13	34	35	0	3.30694	20	0	0
14	35	37	0	6.6721	20	0	0
15	37	Sturnira_hondurensis	1	17.7832	20	0	0
16	37	Artibeus_jamaicensis	1	17.7832	20	0	0
17	35	36	0	13.2553	20	0	0
18	36	Phyllostomus_hastatus	1	11.2	20	0	0
19	36	Phyllostomus_discolor	1	11.2	20	0	0
20	34	Desmodus_rotundus	1	27.7622	20	0	0
21	47	63	0	5.51643	20	0	0
22	63	Molossus_molossus	1	45.7977	20	0	0
23	63	48	0	0	20	0	0
24	48	56	0	17.0412	20	0	0
25	56	57	0	10.5153	20	0	0
26	57	51	0	6.8221	20	0	0
27	51	33	0	0.83774	20	0	0
28	33	Myotis_brandtii	1	10.5814	20	0	0
29	33	Myotis_yumanensis	1	10.5814	20	0	0
30	51	Myotis_lucifugus	1	11.4192	20	0	0
31	57	49	0	4.99638	20	0	0
32	49	Myotis_davidii	1	13.2449	20	0	0
33	49	50	0	0.1449	20	0	0
34	50	Myotis_daubentonii	1	13.1	20	0	0
35	50	Myotis_myotis	1	13.1	20	0	0
36	56	60	0	2.9687	20	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	20	0	0
38	60	Eptesicus_fuscus	1	25.7878	20	1	0
39	48	Miniopterus_natalensis	1	45.7977	20	0	0
0	INTERNAL	13	0	37.3318	21	0	0
1	13	14	0	12.7335	21	0	0
2	14	Pteropus_alecto	1	11.9346	21	0	0
3	14	Pteropus_vampyrus	1	11.9346	21	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	21	0	0
5	INTERNAL	68	0	7	21	0	0
6	68	25	0	45.2	21	0	0
7	25	Saccopteryx_leptura	1	9.8	21	0	0
8	25	Saccopteryx_bilineata	1	9.8	21	0	0
9	68	47	0	3.68585	21	0	0
10	47	43	0	13.8141	21	1	0
11	43	Pteronotus_mesoamericanus	1	37.5	21	0	0
12	43	34	0	9.73776	21	0	0
13	34	35	0	3.30694	21	0	0
14	35	37	0	6.6721	21	0	0
15	37	Sturnira_hondurensis	1	17.7832	21	0	0
16	37	Artibeus_jamaicensis	1	17.7832	21	0	0
17	35	36	0	13.2553	21	0	0
18	36	Phyllostomus_hastatus	1	11.2	21	0	0
19	36	Phyllostomus_discolor	1	11.2	21	0	0
20	34	Desmodus_rotundus	1	27.7622	21	0	0
21	47	63	0	5.51643	21	0	0
22	63	Molossus_molossus	1	45.7977	21	0	0
23	63	48	0	0	21	0	0
24	48	56	0	17.0412	21	0	0
25	56	57	0	10.5153	21	0	0
26	57	51	0	6.8221	21	0	0
27	51	33	0	0.83774	21	0	0
28	33	Myotis_brandtii	1	10.5814	21	0	0
29	33	Myotis_yumanensis	1	10.5814	21	0	0
30	51	Myotis_lucifugus	1	11.4192	21	0	0
31	57	49	0	4.99638	21	0	0
32	49	Myotis_davidii	1	13.2449	21	0	0
33	49	50	0	0.1449	21	0	0
34	50	Myotis_daubentonii	1	13.1	21	0	0
35	50	Myotis_myotis	1	13.1	21	1	0
36	56	60	0	2.9687	21	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	21	0	0
38	60	Eptesicus_fuscus	1	25.7878	21	0	0
39	48	Miniopterus_natalensis	1	45.7977	21	0	0
0	INTERNAL	13	0	37.3318	22	0	0
1	13	14	0	12.7335	22	0	0
2	14	Pteropus_alecto	1	11.9346	22	0	0
3	14	Pteropus_vampyrus	1	11.9346	22	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	22	0	0
5	INTERNAL	68	0	7	22	0	0
6	68	25	0	45.2	22	0	0
7	25	Saccopteryx_leptura	1	9.8	22	0	0
8	25	Saccopteryx_bilineata	1	9.8	22	0	0
9	68	47	0	3.68585	22	0	0
10	47	43	0	13.8141	22	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	22	0	0
12	43	34	0	9.73776	22	0	0
13	34	35	0	3.30694	22	0	0
14	35	37	0	6.6721	22	0	0
15	37	Sturnira_hondurensis	1	17.7832	22	1	0
16	37	Artibeus_jamaicensis	1	17.7832	22	0	0
17	35	36	0	13.2553	22	0	0
18	36	Phyllostomus_hastatus	1	11.2	22	0	0
19	36	Phyllostomus_discolor	1	11.2	22	0	0
20	34	Desmodus_rotundus	1	27.7622	22	0	0
21	47	63	0	5.51643	22	0	0
22	63	Molossus_molossus	1	45.7977	22	0	0
23	63	48	0	0	22	0	0
24	48	56	0	17.0412	22	1	0
25	56	57	0	10.5153	22	0	0
26	57	51	0	6.8221	22	0	0
27	51	33	0	0.83774	22	0	0
28	33	Myotis_brandtii	1	10.5814	22	0	0
29	33	Myotis_yumanensis	1	10.5814	22	0	0
30	51	Myotis_lucifugus	1	11.4192	22	0	0
31	57	49	0	4.99638	22	0	0
32	49	Myotis_davidii	1	13.2449	22	0	0
33	49	50	0	0.1449	22	0	0
34	50	Myotis_daubentonii	1	13.1	22	0	0
35	50	Myotis_myotis	1	13.1	22	0	0
36	56	60	0	2.9687	22	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	22	0	0
38	60	Eptesicus_fuscus	1	25.7878	22	1	0
39	48	Miniopterus_natalensis	1	45.7977	22	0	0
0	INTERNAL	13	0	37.3318	23	0	0
1	13	14	0	12.7335	23	1	0
2	14	Pteropus_alecto	1	11.9346	23	0	0
3	14	Pteropus_vampyrus	1	11.9346	23	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	23	0	0
5	INTERNAL	68	0	7	23	0	0
6	68	25	0	45.2	23	0	0
7	25	Saccopteryx_leptura	1	9.8	23	0	0
8	25	Saccopteryx_bilineata	1	9.8	23	0	0
9	68	47	0	3.68585	23	0	0
10	47	43	0	13.8141	23	1	0
11	43	Pteronotus_mesoamericanus	1	37.5	23	0	0
12	43	34	0	9.73776	23	0	0
13	34	35	0	3.30694	23	0	0
14	35	37	0	6.6721	23	0	0
15	37	Sturnira_hondurensis	1	17.7832	23	0	0
16	37	Artibeus_jamaicensis	1	17.7832	23	0	0
17	35	36	0	13.2553	23	1	0
18	36	Phyllostomus_hastatus	1	11.2	23	0	0
19	36	Phyllostomus_discolor	1	11.2	23	0	0
20	34	Desmodus_rotundus	1	27.7622	23	0	0
21	47	63	0	5.51643	23	0	0
22	63	Molossus_molossus	1	45.7977	23	0	0
23	63	48	0	0	23	0	0
24	48	56	0	17.0412	23	0	0
25	56	57	0	10.5153	23	0	0
26	57	51	0	6.8221	23	0	0
27	51	33	0	0.83774	23	0	0
28	33	Myotis_brandtii	1	10.5814	23	0	0
29	33	Myotis_yumanensis	1	10.5814	23	0	0
30	51	Myotis_lucifugus	1	11.4192	23	0	0
31	57	49	0	4.99638	23	0	0
32	49	Myotis_davidii	1	13.2449	23	0	0
33	49	50	0	0.1449	23	0	0
34	50	Myotis_daubentonii	1	13.1	23	0	0
35	50	Myotis_myotis	1	13.1	23	0	0
36	56	60	0	2.9687	23	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	23	0	0
38	60	Eptesicus_fuscus	1	25.7878	23	0	0
39	48	Miniopterus_natalensis	1	45.7977	23	0	0
0	INTERNAL	13	0	37.3318	24	0	0
1	13	14	0	12.7335	24	0	0
2	14	Pteropus_alecto	1	11.9346	24	0	0
3	14	Pteropus_vampyrus	1	11.9346	24	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	24	0	0
5	INTERNAL	68	0	7	24	0	0
6	68	25	0	45.2	24	0	0
7	25	Saccopteryx_leptura	1	9.8	24	0	0
8	25	Saccopteryx_bilineata	1	9.8	24	0	0
9	68	47	0	3.68585	24	0	0
10	47	43	0	13.8141	24	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	24	0	0
12	43	34	0	9.73776	24	0	0
13	34	35	0	3.30694	24	0	0
14	35	37	0	6.6721	24	0	0
15	37	Sturnira_hondurensis	1	17.7832	24	0	0
16	37	Artibeus_jamaicensis	1	17.7832	24	0	0
17	35	36	0	13.2553	24	0	0
18	36	Phyllostomus_hastatus	1	11.2	24	0	0
19	36	Phyllostomus_discolor	1	11.2	24	0	0
20	34	Desmodus_rotundus	1	27.7622	24	1	0
21	47	63	0	5.51643	24	0	0
22	63	Molossus_molossus	1	45.7977	24	0	0
23	63	48	0	0	24	0	0
24	48	56	0	17.0412	24	0	0
25	56	57	0	10.5153	24	0	0
26	57	51	0	6.8221	24	0	0
27	51	33	0	0.83774	24	0	0
28	33	Myotis_brandtii	1	10.5814	24	0	0
29	33	Myotis_yumanensis	1	10.5814	24	0	0
30	51	Myotis_lucifugus	1	11.4192	24	0	0
31	57	49	0	4.99638	24	0	0
32	49	Myotis_davidii	1	13.2449	24	0	0
33	49	50	0	0.1449	24	0	0
34	50	Myotis_daubentonii	1	13.1	24	0	0
35	50	Myotis_myotis	1	13.1	24	0	0
36	56	60	0	2.9687	24	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	24	0	0
38	60	Eptesicus_fuscus	1	25.7878	24	0	0
39	48	Miniopterus_natalensis	1	45.7977	24	0	0
0	INTERNAL	13	0	37.3318	25	0	0
1	13	14	0	12.7335	25	0	0
2	14	Pteropus_alecto	1	11.9346	25	0	0
3	14	Pteropus_vampyrus	1	11.9346	25	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	25	0	0
5	INTERNAL	68	0	7	25	0	0
6	68	25	0	45.2	25	0	0
7	25	Saccopteryx_leptura	1	9.8	25	0	0
8	25	Saccopteryx_bilineata	1	9.8	25	0	0
9	68	47	0	3.68585	25	0	0
10	47	43	0	13.8141	25	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	25	1	0
12	43	34	0	9.73776	25	0	0
13	34	35	0	3.30694	25	0	0
14	35	37	0	6.6721	25	0	0
15	37	Sturnira_hondurensis	1	17.7832	25	0	0
16	37	Artibeus_jamaicensis	1	17.7832	25	0	0
17	35	36	0	13.2553	25	0	0
18	36	Phyllostomus_hastatus	1	11.2	25	0	0
19	36	Phyllostomus_discolor	1	11.2	25	0	0
20	34	Desmodus_rotundus	1	27.7622	25	0	0
21	47	63	0	5.51643	25	0	0
22	63	Molossus_molossus	1	45.7977	25	0	0
23	63	48	0	0	25	0	0
24	48	56	0	17.0412	25	0	0
25	56	57	0	10.5153	25	0	0
26	57	51	0	6.8221	25	0	0
27	51	33	0	0.83774	25	0	0
28	33	Myotis_brandtii	1	10.5814	25	0	0
29	33	Myotis_yumanensis	1	10.5814	25	0	0
30	51	Myotis_lucifugus	1	11.4192	25	0	0
31	57	49	0	4.99638	25	0	0
32	49	Myotis_davidii	1	13.2449	25	0	0
33	49	50	0	0.1449	25	0	0
34	50	Myotis_daubentonii	1	13.1	25	0	0
35	50	Myotis_myotis	1	13.1	25	0	0
36	56	60	0	2.9687	25	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	25	0	0
38	60	Eptesicus_fuscus	1	25.7878	25	0	0
39	48	Miniopterus_natalensis	1	45.7977	25	0	0
0	INTERNAL	13	0	37.3318	26	0	0
1	13	14	0	12.7335	26	0	0
2	14	Pteropus_alecto	1	11.9346	26	0	0
3	14	Pteropus_vampyrus	1	11.9346	26	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	26	0	0
5	INTERNAL	68	0	7	26	0	0
6	68	25	0	45.2	26	0	0
7	25	Saccopteryx_leptura	1	9.8	26	0	0
8	25	Saccopteryx_bilineata	1	9.8	26	0	0
9	68	47	0	3.68585	26	0	0
10	47	43	0	13.8141	26	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	26	0	0
12	43	34	0	9.73776	26	0	0
13	34	35	0	3.30694	26	0	0
14	35	37	0	6.6721	26	0	0
15	37	Sturnira_hondurensis	1	17.7832	26	0	0
16	37	Artibeus_jamaicensis	1	17.7832	26	0	0
17	35	36	0	13.2553	26	0	0
18	36	Phyllostomus_hastatus	1	11.2	26	0	0
19	36	Phyllostomus_discolor	1	11.2	26	0	0
20	34	Desmodus_rotundus	1	27.7622	26	0	0
21	47	63	0	5.51643	26	0	0
22	63	Molossus_molossus	1	45.7977	26	0	0
23	63	48	0	0	26	0	0
24	48	56	0	17.0412	26	0	0
25	56	57	0	10.5153	26	0	0
26	57	51	0	6.8221	26	0	0
27	51	33	0	0.83774	26	0	0
28	33	Myotis_brandtii	1	10.5814	26	0	0
29	33	Myotis_yumanensis	1	10.5814	26	0	0
30	51	Myotis_lucifugus	1	11.4192	26	0	0
31	57	49	0	4.99638	26	0	0
32	49	Myotis_davidii	1	13.2449	26	0	0
33	49	50	0	0.1449	26	0	0
34	50	Myotis_daubentonii	1	13.1	26	0	0
35	50	Myotis_myotis	1	13.1	26	0	0
36	56	60	0	2.9687	26	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	26	0	0
38	60	Eptesicus_fuscus	1	25.7878	26	0	0
39	48	Miniopterus_natalensis	1	45.7977	26	0	0
0	INTERNAL	13	0	37.3318	27	0	0
1	13	14	0	12.7335	27	0	0
2	14	Pteropus_alecto	1	11.9346	27	0	0
3	14	Pteropus_vampyrus	1	11.9346	27	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	27	0	0
5	INTERNAL	68	0	7	27	0	0
6	68	25	0	45.2	27	0	0
7	25	Saccopteryx_leptura	1	9.8	27	0	0
8	25	Saccopteryx_bilineata	1	9.8	27	0	0
9	68	47	0	3.68585	27	0	0
10	47	43	0	13.8141	27	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	27	0	0
12	43	34	0	9.73776	27	0	0
13	34	35	0	3.30694	27	0	0
14	35	37	0	6.6721	27	0	0
15	37	Sturnira_hondurensis	1	17.7832	27	0	0
16	37	Artibeus_jamaicensis	1	17.7832	27	0	0
17	35	36	0	13.2553	27	0	0
18	36	Phyllostomus_hastatus	1	11.2	27	0	0
19	36	Phyllostomus_discolor	1	11.2	27	0	0
20	34	Desmodus_rotundus	1	27.7622	27	0	0
21	47	63	0	5.51643	27	0	0
22	63	Molossus_molossus	1	45.7977	27	0	0
23	63	48	0	0	27	0	0
24	48	56	0	17.0412	27	0	0
25	56	57	0	10.5153	27	0	0
26	57	51	0	6.8221	27	0	0
27	51	33	0	0.83774	27	0	0
28	33	Myotis_brandtii	1	10.5814	27	0	0
29	33	Myotis_yumanensis	1	10.5814	27	0	0
30	51	Myotis_lucifugus	1	11.4192	27	0	0
31	57	49	0	4.99638	27	1	0
32	49	Myotis_davidii	1	13.2449	27	0	0
33	49	50	0	0.1449	27	0	0
34	50	Myotis_daubentonii	1	13.1	27	0	0
35	50	Myotis_myotis	1	13.1	27	0	0
36	56	60	0	2.9687	27	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	27	0	0
38	60	Eptesicus_fuscus	1	25.7878	27	0	0
39	48	Miniopterus_natalensis	1	45.7977	27	0	0
0	INTERNAL	13	0	37.3318	28	0	0
1	13	14	0	12.7335	28	0	0
2	14	Pteropus_alecto	1	11.9346	28	0	0
3	14	Pteropus_vampyrus	1	11.9346	28	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	28	0	0
5	INTERNAL	68	0	7	28	0	0
6	68	25	0	45.2	28	0	0
7	25	Saccopteryx_leptura	1	9.8	28	0	0
8	25	Saccopteryx_bilineata	1	9.8	28	0	0
9	68	47	0	3.68585	28	0	0
10	47	43	0	13.8141	28	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	28	0	0
12	43	34	0	9.73776	28	0	0
13	34	35	0	3.30694	28	0	0
14	35	37	0	6.6721	28	0	0
15	37	Sturnira_hondurensis	1	17.7832	28	0	0
16	37	Artibeus_jamaicensis	1	17.7832	28	0	0
17	35	36	0	13.2553	28	0	0
18	36	Phyllostomus_hastatus	1	11.2	28	0	0
19	36	Phyllostomus_discolor	1	11.2	28	0	0
20	34	Desmodus_rotundus	1	27.7622	28	0	0
21	47	63	0	5.51643	28	0	0
22	63	Molossus_molossus	1	45.7977	28	0	0
23	63	48	0	0	28	0	0
24	48	56	0	17.0412	28	0	0
25	56	57	0	10.5153	28	0	0
26	57	51	0	6.8221	28	0	0
27	51	33	0	0.83774	28	0	0
28	33	Myotis_brandtii	1	10.5814	28	0	0
29	33	Myotis_yumanensis	1	10.5814	28	0	0
30	51	Myotis_lucifugus	1	11.4192	28	0	0
31	57	49	0	4.99638	28	0	0
32	49	Myotis_davidii	1	13.2449	28	0	0
33	49	50	0	0.1449	28	0	0
34	50	Myotis_daubentonii	1	13.1	28	0	0
35	50	Myotis_myotis	1	13.1	28	0	0
36	56	60	0	2.9687	28	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	28	0	0
38	60	Eptesicus_fuscus	1	25.7878	28	0	0
39	48	Miniopterus_natalensis	1	45.7977	28	0	0
0	INTERNAL	13	0	37.3318	29	0	0
1	13	14	0	12.7335	29	0	0
2	14	Pteropus_alecto	1	11.9346	29	0	0
3	14	Pteropus_vampyrus	1	11.9346	29	0	0
4	13	Rousettus_aegyptiacus	1	24.6682	29	0	0
5	INTERNAL	68	0	7	29	0	0
6	68	25	0	45.2	29	0	0
7	25	Saccopteryx_leptura	1	9.8	29	0	0
8	25	Saccopteryx_bilineata	1	9.8	29	0	0
9	68	47	0	3.68585	29	0	0
10	47	43	0	13.8141	29	0	0
11	43	Pteronotus_mesoamericanus	1	37.5	29	0	0
12	43	34	0	9.73776	29	0	0
13	34	35	0	3.30694	29	0	0
14	35	37	0	6.6721	29	0	0
15	37	Sturnira_hondurensis	1	17.7832	29	0	0
16	37	Artibeus_jamaicensis	1	17.7832	29	0	0
17	35	36	0	13.2553	29	0	0
18	36	Phyllostomus_hastatus	1	11.2	29	0	0
19	36	Phyllostomus_discolor	1	11.2	29	0	0
20	34	Desmodus_rotundus	1	27.7622	29	0	0
21	47	63	0	5.51643	29	0	0
22	63	Molossus_molossus	1	45.7977	29	0	0
23	63	48	0	0	29	0	0
24	48	56	0	17.0412	29	0	0
25	56	57	0	10.5153	29	0	0
26	57	51	0	6.8221	29	0	0
27	51	33	0	0.83774	29	0	0
28	33	Myotis_brandtii	1	10.5814	29	0	0
29	33	Myotis_yumanensis	1	10.5814	29	0	0
30	51	Myotis_lucifugus	1	11.4192	29	0	0
31	57	49	0	4.99638	29	0	0
32	49	Myotis_davidii	1	13.2449	29	0	0
33	49	50	0	0.1449	29	0	0
34	50	Myotis_daubentonii	1	13.1	29	0	0
35	50	Myotis_myotis	1	13.1	29	0	0
36	56	60	0	2.9687	29	0	0
37	60	Pipistrellus_kuhlii	1	25.7878	29	0	0
38	60	Eptesicus_fuscus	1	25.7878	29	1	0
39	48	Miniopterus_natalensis	1	45.7977	29	0	0
0	INTERNAL	13	0	37.3318	30	0	0
1	13	14	0	12.7335	30	0	0
